FP1-F7,F7-T7,T7-P7,P7-O1,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,FP2-F8,F8-T8,T8-P8,P8-O2,FZ-CZ,CZ-PZ,P7-T7,T7-FT9,FT9-FT10,FT10-T8,T8-P8
-73.65079365079364,-19.731379731379732,-14.261294261294262,-4.493284493284493,-14.261294261294262,-53.724053724053725,-35.75091575091575,-8.4004884004884,107.64346764346764,-145.15262515262515,-88.1074481074481,-62.71062271062271,-0.5860805860805861,-80.29304029304029,-136.16605616605617,29.499389499389498,-109.2063492063492,-79.51159951159951,14.652014652014651,-0.19536019536019536,80.29304029304029,-19.731379731379732,-136.16605616605617
-81.85592185592185,-22.857142857142858,-9.963369963369964,-1.3675213675213675,-15.824175824175825,-69.74358974358974,-27.155067155067155,-3.711843711843712,100.21978021978022,-136.94749694749694,-86.54456654456655,-74.82295482295483,2.93040293040293,-70.91575091575092,-140.0732600732601,10.744810744810744,-108.81562881562881,-76.77655677655677,10.354090354090355,-2.148962148962149,106.47130647130648,-20.903540903540904,-140.0732600732601
-84.59096459096459,-27.545787545787547,-9.181929181929181,3.711843711843712,-22.466422466422465,-80.68376068376068,-23.247863247863247,8.00976800976801,89.27960927960928,-131.47741147741147,-87.32600732600733,-71.6971916971917,9.181929181929181,-69.35286935286935,-145.54334554334554,4.102564102564102,-112.33211233211233,-71.6971916971917,9.572649572649572,-1.3675213675213675,123.27228327228327,-22.466422466422465,-145.54334554334554
-76.38583638583638,-29.499389499389498,-8.4004884004884,-3.3211233211233213,-20.903540903540904,-74.04151404151405,-27.155067155067155,4.884004884004884,84.59096459096459,-128.35164835164835,-80.68376068376068,-65.44566544566544,23.63858363858364,-79.9023199023199,-144.76190476190476,11.526251526251526,-120.53724053724054,-68.18070818070818,8.791208791208792,11.526251526251526,116.23931623931624,-29.499389499389498,-144.76190476190476
-71.6971916971917,-34.57875457875458,-7.619047619047619,-5.274725274725275,-23.247863247863247,-75.21367521367522,-27.545787545787547,6.056166056166056,74.82295482295483,-126.3980463980464,-78.73015873015873,-56.45909645909646,31.45299145299145,-90.45177045177046,-144.76190476190476,16.605616605616607,-126.007326007326,-64.27350427350427,8.00976800976801,22.857142857142858,109.2063492063492,-33.7973137973138,-144.76190476190476
-73.26007326007326,-31.45299145299145,-6.446886446886447,-5.274725274725275,-28.327228327228326,-72.47863247863248,-31.45299145299145,14.652014652014651,65.44566544566544,-127.96092796092796,-79.51159951159951,-65.83638583638583,24.42002442002442,-87.32600732600733,-143.1990231990232,-1.3675213675213675,-131.08669108669108,-65.44566544566544,6.837606837606837,18.168498168498168,114.28571428571429,-36.14163614163614,-143.1990231990232
-71.30647130647131,-31.45299145299145,-6.056166056166056,-5.665445665445666,-30.671550671550673,-70.91575091575092,-33.40659340659341,20.512820512820515,67.78998778998779,-133.43101343101344,-81.07448107448107,-70.91575091575092,27.545787545787547,-85.76312576312576,-142.41758241758242,-16.214896214896214,-135.3846153846154,-64.27350427350427,6.446886446886447,15.433455433455434,117.02075702075702,-36.92307692307692,-142.41758241758242
-67.3992673992674,-38.485958485958484,-6.837606837606837,-4.493284493284493,-29.89010989010989,-75.995115995116,-27.545787545787547,15.824175824175825,65.83638583638583,-134.6031746031746,-86.15384615384616,-62.71062271062271,39.65811965811966,-104.12698412698413,-140.46398046398048,-11.916971916971917,-133.04029304029305,-58.8034188034188,7.228327228327228,25.982905982905983,115.84859584859585,-44.737484737484735,-140.46398046398048
-64.27350427350427,-40.83028083028083,-8.791208791208792,-1.7582417582417582,-28.71794871794872,-78.73015873015873,-23.63858363858364,14.652014652014651,67.00854700854701,-131.08669108669108,-90.06105006105007,-61.53846153846154,54.505494505494504,-115.45787545787546,-140.85470085470087,-13.47985347985348,-129.9145299145299,-58.41269841269841,9.181929181929181,30.28083028083028,118.97435897435898,-47.863247863247864,-140.85470085470087
-59.584859584859586,-38.876678876678874,-14.261294261294262,-6.446886446886447,-31.45299145299145,-76.38583638583638,-29.499389499389498,16.605616605616607,61.53846153846154,-131.47741147741147,-93.57753357753357,-61.53846153846154,39.65811965811966,-111.55067155067155,-127.17948717948718,-24.81074481074481,-128.74236874236874,-66.22710622710623,14.652014652014651,20.903540903540904,121.7094017094017,-56.45909645909646,-127.17948717948718
-60.757020757020754,-39.26739926739927,-18.168498168498168,-11.135531135531135,-40.04884004884005,-75.21367521367522,-32.62515262515262,17.387057387057386,50.598290598290596,-123.66300366300366,-96.7032967032967,-59.584859584859586,28.71794871794872,-113.11355311355311,-114.28571428571429,-29.89010989010989,-122.88156288156289,-73.26007326007326,18.55921855921856,18.168498168498168,115.84859584859585,-63.492063492063494,-114.28571428571429
-59.584859584859586,-35.36019536019536,-21.684981684981686,-16.996336996336996,-42.002442002442,-68.96214896214896,-32.62515262515262,8.00976800976801,40.83028083028083,-108.03418803418803,-95.14041514041514,-68.96214896214896,25.982905982905983,-118.97435897435898,-102.95482295482296,-34.18803418803419,-110.37851037851038,-78.73015873015873,22.075702075702075,23.247863247863247,102.56410256410257,-70.52503052503053,-102.95482295482296
-51.77045177045177,-31.062271062271062,-25.592185592185594,-23.247863247863247,-40.43956043956044,-58.8034188034188,-35.36019536019536,2.148962148962149,32.62515262515262,-93.18681318681318,-90.84249084249085,-75.995115995116,22.466422466422465,-121.7094017094017,-89.27960927960928,-38.095238095238095,-97.87545787545787,-81.85592185592185,25.982905982905983,24.02930402930403,85.76312576312576,-74.82295482295483,-89.27960927960928
-47.863247863247864,-29.499389499389498,-26.373626373626372,-25.982905982905983,-39.65811965811966,-49.42612942612943,-39.26739926739927,-2.148962148962149,29.10866910866911,-79.9023199023199,-90.06105006105007,-68.57142857142857,25.592185592185594,-124.44444444444444,-76.38583638583638,-34.18803418803419,-83.02808302808303,-84.98168498168498,26.764346764346765,24.42002442002442,74.43223443223444,-75.21367521367522,-76.38583638583638
-43.17460317460318,-28.327228327228326,-25.592185592185594,-26.373626373626372,-35.36019536019536,-40.83028083028083,-37.704517704517706,-9.572649572649572,22.857142857142858,-62.71062271062271,-88.88888888888889,-67.3992673992674,24.42002442002442,-117.4114774114774,-65.83638583638583,-36.53235653235653,-64.66422466422466,-83.41880341880342,25.982905982905983,24.81074481074481,65.83638583638583,-69.74358974358974,-65.83638583638583
-42.002442002442,-27.936507936507937,-23.247863247863247,-25.2014652014652,-35.36019536019536,-36.14163614163614,-34.57875457875458,-12.307692307692308,16.605616605616607,-49.81684981684982,-85.37240537240537,-67.78998778998779,17.387057387057386,-99.43833943833944,-59.1941391941392,-43.956043956043956,-48.25396825396825,-84.2002442002442,23.63858363858364,18.55921855921856,68.57142857142857,-64.27350427350427,-59.1941391941392
-43.56532356532357,-29.89010989010989,-19.731379731379732,-19.34065934065934,-39.65811965811966,-35.36019536019536,-30.28083028083028,-8.00976800976801,11.916971916971917,-40.04884004884005,-88.4981684981685,-47.081807081807085,11.135531135531135,-79.51159951159951,-55.28693528693529,-40.04884004884005,-33.40659340659341,-86.15384615384616,20.12210012210012,9.572649572649572,78.73015873015873,-57.63125763125763,-55.28693528693529
-44.346764346764346,-29.89010989010989,-18.168498168498168,-22.857142857142858,-42.39316239316239,-34.18803418803419,-28.71794871794872,-10.354090354090355,0.5860805860805861,-29.89010989010989,-88.1074481074481,-43.956043956043956,2.5396825396825395,-59.584859584859586,-55.67765567765568,-48.25396825396825,-23.247863247863247,-84.98168498168498,18.55921855921856,6.446886446886447,83.02808302808303,-50.989010989010985,-55.67765567765568
-41.221001221001224,-27.545787545787547,-21.294261294261293,-32.234432234432234,-41.61172161172161,-31.062271062271062,-28.71794871794872,-20.903540903540904,-0.19536019536019536,-25.592185592185594,-79.51159951159951,-59.1941391941392,3.711843711843712,-46.3003663003663,-59.975579975579976,-62.71062271062271,-22.857142857142858,-79.9023199023199,21.684981684981686,10.354090354090355,73.26007326007326,-47.472527472527474,-59.975579975579976
-30.28083028083028,-27.545787545787547,-29.499389499389498,-31.062271062271062,-33.01587301587302,-26.764346764346765,-37.313797313797316,-21.684981684981686,-2.148962148962149,-27.545787545787547,-71.6971916971917,-57.63125763125763,1.3675213675213675,-40.04884004884005,-57.24053724053724,-64.27350427350427,-30.28083028083028,-72.08791208791209,29.89010989010989,16.214896214896214,52.94261294261294,-45.90964590964591,-57.24053724053724
-20.903540903540904,-30.28083028083028,-32.62515262515262,-35.36019536019536,-27.155067155067155,-25.982905982905983,-40.04884004884005,-26.373626373626372,-2.5396825396825395,-24.42002442002442,-65.44566544566544,-38.876678876678874,11.916971916971917,-36.92307692307692,-56.06837606837607,-51.37973137973138,-34.57875457875458,-62.31990231990232,33.01587301587302,27.545787545787547,36.53235653235653,-44.346764346764346,-56.06837606837607
-14.261294261294262,-30.28083028083028,-36.53235653235653,-36.53235653235653,-22.466422466422465,-25.982905982905983,-39.26739926739927,-30.671550671550673,2.148962148962149,-23.63858363858364,-61.14774114774115,-25.982905982905983,30.671550671550673,-34.969474969474966,-58.8034188034188,-45.12820512820513,-38.095238095238095,-54.114774114774114,36.92307692307692,34.969474969474966,25.592185592185594,-36.92307692307692,-58.8034188034188
-12.698412698412698,-26.373626373626372,-38.095238095238095,-34.969474969474966,-20.903540903540904,-28.327228327228326,-40.83028083028083,-22.857142857142858,-10.354090354090355,-25.982905982905983,-54.89621489621489,-22.857142857142858,4.884004884004884,-12.307692307692308,-47.472527472527474,-59.975579975579976,-43.56532356532357,-53.724053724053725,38.485958485958484,24.81074481074481,24.81074481074481,-37.313797313797316,-47.472527472527474
-13.47985347985348,-21.294261294261293,-37.313797313797316,-35.75091575091575,-22.075702075702075,-27.936507936507937,-40.83028083028083,-18.168498168498168,-22.466422466422465,-25.2014652014652,-53.333333333333336,-16.214896214896214,-8.791208791208792,2.5396825396825395,-43.956043956043956,-67.78998778998779,-42.78388278388278,-48.64468864468864,37.704517704517706,16.996336996336996,25.2014652014652,-32.62515262515262,-43.956043956043956
-15.824175824175825,-21.684981684981686,-36.53235653235653,-35.36019536019536,-25.592185592185594,-24.42002442002442,-33.01587301587302,-27.155067155067155,-30.671550671550673,-21.294261294261293,-49.42612942612943,-7.619047619047619,-0.9768009768009768,-2.5396825396825395,-46.69108669108669,-59.1941391941392,-38.876678876678874,-40.43956043956044,36.92307692307692,25.2014652014652,18.55921855921856,-33.7973137973138,-46.69108669108669
-16.605616605616607,-20.512820512820515,-36.53235653235653,-33.01587301587302,-21.294261294261293,-21.684981684981686,-31.843711843711844,-31.45299145299145,-29.89010989010989,-18.94993894993895,-45.51892551892552,-2.93040293040293,3.711843711843712,-8.4004884004884,-39.26739926739927,-54.505494505494504,-36.92307692307692,-36.53235653235653,36.92307692307692,22.075702075702075,11.135531135531135,-34.57875457875458,-39.26739926739927
-19.34065934065934,-16.605616605616607,-32.234432234432234,-33.01587301587302,-22.075702075702075,-17.387057387057386,-34.969474969474966,-27.155067155067155,-33.7973137973138,-18.168498168498168,-45.51892551892552,2.5396825396825395,-3.3211233211233213,-2.5396825396825395,-29.499389499389498,-59.975579975579976,-32.62515262515262,-36.53235653235653,32.62515262515262,11.526251526251526,11.916971916971917,-31.45299145299145,-29.499389499389498
-23.63858363858364,-9.181929181929181,-28.71794871794872,-36.92307692307692,-24.81074481074481,-11.135531135531135,-34.57875457875458,-27.936507936507937,-34.18803418803419,-17.387057387057386,-45.12820512820513,5.274725274725275,-0.9768009768009768,-0.5860805860805861,-24.02930402930403,-65.44566544566544,-28.327228327228326,-35.36019536019536,29.10866910866911,6.837606837606837,12.307692307692308,-29.10866910866911,-24.02930402930403
-25.592185592185594,-3.711843711843712,-25.982905982905983,-37.704517704517706,-21.684981684981686,-7.228327228327228,-34.57875457875458,-29.499389499389498,-34.57875457875458,-18.94993894993895,-42.78388278388278,-0.19536019536019536,0.19536019536019536,-3.3211233211233213,-21.294261294261293,-72.86935286935287,-27.545787545787547,-34.969474969474966,26.373626373626372,8.00976800976801,14.261294261294262,-31.843711843711844,-21.294261294261293
-24.81074481074481,2.93040293040293,-26.373626373626372,-38.876678876678874,-15.824175824175825,-8.4004884004884,-37.704517704517706,-25.592185592185594,-38.095238095238095,-22.857142857142858,-46.3003663003663,0.19536019536019536,-4.493284493284493,-3.711843711843712,-22.466422466422465,-76.77655677655677,-29.89010989010989,-37.313797313797316,26.764346764346765,6.837606837606837,13.870573870573871,-31.843711843711844,-22.466422466422465
-33.40659340659341,4.102564102564102,-27.545787545787547,-39.65811965811966,-20.903540903540904,-13.47985347985348,-42.39316239316239,-19.34065934065934,-40.83028083028083,-27.545787545787547,-56.06837606837607,7.228327228327228,0.5860805860805861,-8.791208791208792,-31.062271062271062,-77.94871794871794,-34.18803418803419,-43.956043956043956,27.936507936507937,6.056166056166056,24.02930402930403,-31.843711843711844,-31.062271062271062
-40.04884004884005,1.7582417582417582,-32.234432234432234,-38.485958485958484,-24.42002442002442,-22.466422466422465,-42.39316239316239,-19.731379731379732,-50.598290598290596,-28.71794871794872,-63.88278388278388,3.711843711843712,0.19536019536019536,-15.433455433455434,-36.92307692307692,-88.4981684981685,-36.92307692307692,-49.03540903540904,32.62515262515262,5.274725274725275,34.969474969474966,-33.40659340659341,-36.92307692307692
-48.64468864468864,-0.5860805860805861,-39.26739926739927,-31.45299145299145,-33.40659340659341,-33.01587301587302,-42.002442002442,-11.916971916971917,-63.492063492063494,-25.982905982905983,-74.82295482295483,9.181929181929181,-9.572649572649572,-13.089133089133089,-37.313797313797316,-94.74969474969475,-38.095238095238095,-52.16117216117216,39.65811965811966,-1.7582417582417582,45.51892551892552,-32.62515262515262,-37.313797313797316
-52.16117216117216,2.93040293040293,-38.485958485958484,-37.313797313797316,-37.313797313797316,-33.40659340659341,-40.04884004884005,-14.261294261294262,-68.57142857142857,-18.55921855921856,-75.21367521367522,5.665445665445666,-13.089133089133089,-5.274725274725275,-34.18803418803419,-103.73626373626374,-34.57875457875458,-52.94261294261294,38.876678876678874,-11.135531135531135,55.67765567765568,-27.155067155067155,-34.18803418803419
-46.69108669108669,5.665445665445666,-42.39316239316239,-42.78388278388278,-37.704517704517706,-21.294261294261293,-42.78388278388278,-24.02930402930403,-74.82295482295483,-11.916971916971917,-69.35286935286935,3.711843711843712,-4.102564102564102,-13.870573870573871,-34.18803418803419,-100.61050061050061,-29.89010989010989,-45.90964590964591,42.78388278388278,-4.493284493284493,48.64468864468864,-26.764346764346765,-34.18803418803419
-45.51892551892552,9.181929181929181,-45.12820512820513,-42.002442002442,-39.65811965811966,-12.698412698412698,-47.863247863247864,-22.075702075702075,-83.41880341880342,-8.4004884004884,-59.584859584859586,-6.446886446886447,-5.274725274725275,-15.824175824175825,-31.843711843711844,-105.2991452991453,-31.45299145299145,-39.65811965811966,45.51892551892552,-0.5860805860805861,38.485958485958484,-27.936507936507937,-31.843711843711844
-40.83028083028083,15.433455433455434,-48.25396825396825,-45.90964590964591,-41.61172161172161,-7.619047619047619,-50.20757020757021,-19.34065934065934,-93.96825396825396,-6.056166056166056,-49.81684981684982,-14.261294261294262,-7.619047619047619,-10.744810744810744,-33.40659340659341,-113.11355311355311,-29.89010989010989,-33.40659340659341,48.64468864468864,-1.7582417582417582,33.40659340659341,-27.155067155067155,-33.40659340659341
-31.843711843711844,12.307692307692308,-50.20757020757021,-47.081807081807085,-43.56532356532357,-6.446886446886447,-46.3003663003663,-19.731379731379732,-103.73626373626374,-1.3675213675213675,-42.78388278388278,-0.19536019536019536,15.824175824175825,-26.764346764346765,-39.26739926739927,-98.26617826617827,-25.982905982905983,-22.857142857142858,50.598290598290596,11.916971916971917,24.42002442002442,-28.327228327228326,-39.26739926739927
-26.373626373626372,11.916971916971917,-49.42612942612943,-48.64468864468864,-47.472527472527474,-8.791208791208792,-38.095238095238095,-17.387057387057386,-117.8021978021978,4.884004884004884,-30.671550671550673,7.619047619047619,17.77777777777778,-25.592185592185594,-38.095238095238095,-89.67032967032966,-22.466422466422465,-13.089133089133089,49.81684981684982,18.168498168498168,23.63858363858364,-36.92307692307692,-38.095238095238095
-29.10866910866911,16.996336996336996,-46.69108669108669,-52.16117216117216,-57.63125763125763,-11.916971916971917,-36.14163614163614,-5.665445665445666,-132.25885225885227,9.572649572649572,-24.02930402930403,0.9768009768009768,3.3211233211233213,-7.228327228327228,-34.969474969474966,-104.12698412698413,-21.684981684981686,-9.181929181929181,47.081807081807085,7.228327228327228,30.28083028083028,-33.7973137973138,-34.969474969474966
-27.155067155067155,18.55921855921856,-40.83028083028083,-57.24053724053724,-61.14774114774115,-11.135531135531135,-32.234432234432234,-1.7582417582417582,-137.33821733821733,16.996336996336996,-16.996336996336996,-2.148962148962149,4.102564102564102,0.5860805860805861,-33.7973137973138,-110.37851037851038,-20.512820512820515,-0.19536019536019536,41.221001221001224,4.493284493284493,34.57875457875458,-29.499389499389498,-33.7973137973138
-24.02930402930403,14.652014652014651,-35.36019536019536,-54.89621489621489,-62.71062271062271,-9.572649572649572,-25.2014652014652,-1.3675213675213675,-132.25885225885227,22.466422466422465,-7.228327228327228,-0.9768009768009768,20.512820512820515,-2.5396825396825395,-34.18803418803419,-102.56410256410257,-20.12210012210012,13.089133089133089,35.75091575091575,16.214896214896214,30.671550671550673,-28.71794871794872,-34.18803418803419
-21.294261294261293,11.526251526251526,-33.40659340659341,-49.81684981684982,-61.14774114774115,-11.135531135531135,-21.684981684981686,1.3675213675213675,-130.3052503052503,26.373626373626372,-3.711843711843712,-2.148962148962149,26.764346764346765,0.19536019536019536,-35.75091575091575,-99.82905982905983,-23.247863247863247,18.94993894993895,33.7973137973138,17.387057387057386,31.45299145299145,-20.903540903540904,-35.75091575091575
-17.77777777777778,9.963369963369964,-30.28083028083028,-49.42612942612943,-57.63125763125763,-11.135531135531135,-24.02930402930403,4.102564102564102,-131.86813186813185,29.89010989010989,-1.7582417582417582,0.5860805860805861,22.075702075702075,6.837606837606837,-28.71794871794872,-103.34554334554335,-24.42002442002442,22.466422466422465,30.671550671550673,14.652014652014651,30.28083028083028,-9.963369963369964,-28.71794871794872
-8.4004884004884,7.228327228327228,-27.936507936507937,-47.472527472527474,-47.081807081807085,-9.963369963369964,-20.903540903540904,0.9768009768009768,-126.7887667887668,33.40659340659341,4.493284493284493,2.148962148962149,24.02930402930403,10.354090354090355,-20.12210012210012,-99.82905982905983,-21.294261294261293,26.373626373626372,28.327228327228326,18.55921855921856,22.075702075702075,-2.93040293040293,-20.12210012210012
-8.791208791208792,4.493284493284493,-25.592185592185594,-38.485958485958484,-43.17460317460318,-12.307692307692308,-17.77777777777778,3.711843711843712,-127.96092796092796,36.92307692307692,9.963369963369964,0.5860805860805861,15.433455433455434,11.916971916971917,-9.572649572649572,-96.7032967032967,-18.94993894993895,26.373626373626372,25.982905982905983,18.55921855921856,15.042735042735043,0.19536019536019536,-9.572649572649572
-10.354090354090355,2.93040293040293,-20.903540903540904,-31.062271062271062,-40.43956043956044,-13.47985347985348,-15.433455433455434,9.181929181929181,-131.47741147741147,42.39316239316239,12.698412698412698,4.493284493284493,2.93040293040293,16.996336996336996,1.3675213675213675,-91.62393162393163,-13.089133089133089,25.2014652014652,21.294261294261293,15.824175824175825,9.181929181929181,8.4004884004884,1.3675213675213675
-13.089133089133089,-1.7582417582417582,-12.307692307692308,-25.592185592185594,-39.65811965811966,-15.433455433455434,-10.744810744810744,11.916971916971917,-111.55067155067155,45.51892551892552,15.824175824175825,9.963369963369964,12.307692307692308,18.168498168498168,13.089133089133089,-83.41880341880342,-6.056166056166056,22.857142857142858,12.698412698412698,14.652014652014651,6.446886446886447,14.652014652014651,13.089133089133089
-21.294261294261293,-4.884004884004884,-6.837606837606837,-13.870573870573871,-41.221001221001224,-22.075702075702075,-6.837606837606837,22.857142857142858,-101.39194139194139,48.25396825396825,10.354090354090355,9.572649572649572,6.837606837606837,29.10866910866911,18.55921855921856,-86.93528693528694,-0.9768009768009768,20.12210012210012,7.228327228327228,4.493284493284493,11.526251526251526,27.155067155067155,18.55921855921856
-23.247863247863247,-6.446886446886447,-1.3675213675213675,-12.698412698412698,-41.221001221001224,-20.512820512820515,-2.93040293040293,20.12210012210012,-96.7032967032967,51.77045177045177,12.698412698412698,0.19536019536019536,-6.056166056166056,36.14163614163614,25.2014652014652,-86.93528693528694,4.493284493284493,19.34065934065934,1.7582417582417582,0.19536019536019536,9.963369963369964,32.62515262515262,25.2014652014652
-20.903540903540904,-6.837606837606837,5.274725274725275,-19.731379731379732,-36.92307692307692,-11.916971916971917,-1.7582417582417582,7.619047619047619,-86.15384615384616,55.28693528693529,19.731379731379732,-1.3675213675213675,-7.228327228327228,32.234432234432234,33.7973137973138,-72.08791208791209,10.354090354090355,20.903540903540904,-4.884004884004884,1.7582417582417582,-2.5396825396825395,33.7973137973138,33.7973137973138
-12.307692307692308,-8.00976800976801,7.228327228327228,-15.824175824175825,-26.373626373626372,-1.3675213675213675,-2.93040293040293,0.9768009768009768,-85.37240537240537,56.06837606837607,26.764346764346765,7.619047619047619,-10.354090354090355,18.94993894993895,40.04884004884005,-43.17460317460318,13.47985347985348,23.63858363858364,-6.837606837606837,8.791208791208792,-25.592185592185594,31.843711843711844,40.04884004884005
-8.00976800976801,-4.884004884004884,10.744810744810744,-14.652014652014651,-20.903540903540904,6.056166056166056,-1.3675213675213675,-1.3675213675213675,-83.41880341880342,55.67765567765568,35.75091575091575,-1.3675213675213675,-20.12210012210012,17.77777777777778,46.69108669108669,-37.313797313797316,14.652014652014651,24.02930402930403,-10.354090354090355,4.102564102564102,-37.313797313797316,31.062271062271062,46.69108669108669
-5.274725274725275,-0.5860805860805861,13.089133089133089,-11.526251526251526,-20.512820512820515,12.698412698412698,0.5860805860805861,1.3675213675213675,-82.24664224664225,56.06837606837607,45.12820512820513,0.9768009768009768,-32.62515262515262,20.512820512820515,60.757020757020754,-28.71794871794872,15.433455433455434,32.234432234432234,-12.698412698412698,-1.7582417582417582,-54.114774114774114,29.89010989010989,60.757020757020754
2.148962148962149,-2.148962148962149,17.77777777777778,-5.665445665445666,-14.652014652014651,14.652014652014651,9.572649572649572,1.7582417582417582,-72.08791208791209,60.366300366300365,52.94261294261294,25.2014652014652,-19.731379731379732,9.963369963369964,74.43223443223444,1.7582417582417582,20.12210012210012,47.081807081807085,-17.387057387057386,4.493284493284493,-75.21367521367522,25.982905982905983,74.43223443223444
8.00976800976801,-0.5860805860805861,22.466422466422465,-0.5860805860805861,-11.135531135531135,18.94993894993895,19.731379731379732,0.9768009768009768,-68.57142857142857,65.05494505494505,59.975579975579976,36.53235653235653,-14.652014652014651,6.056166056166056,81.07448107448107,20.512820512820515,24.02930402930403,58.8034188034188,-22.075702075702075,5.665445665445666,-86.15384615384616,27.155067155067155,81.07448107448107
3.3211233211233213,1.3675213675213675,27.545787545787547,2.148962148962149,-15.433455433455434,22.857142857142858,20.903540903540904,7.228327228327228,-79.51159951159951,66.22710622710623,68.96214896214896,36.14163614163614,-46.3003663003663,12.698412698412698,102.17338217338218,23.247863247863247,27.545787545787547,61.92918192918193,-27.155067155067155,-5.665445665445666,-88.88888888888889,17.77777777777778,102.17338217338218
4.884004884004884,2.93040293040293,30.671550671550673,4.102564102564102,-11.135531135531135,27.155067155067155,21.684981684981686,5.274725274725275,-75.6043956043956,65.44566544566544,67.78998778998779,37.313797313797316,-57.24053724053724,9.963369963369964,110.37851037851038,32.62515262515262,36.53235653235653,62.31990231990232,-30.28083028083028,-9.572649572649572,-92.4053724053724,11.916971916971917,110.37851037851038
